,STATE,STATEFP,COUNTYFP,COUNTYNS,COUNTYNAME,CLASSFP,FUNCSTAT
2442,TN,47,27,1648573,Clay County,H1,A
2443,TN,47,29,1639734,Cocke County,H1,A
2444,TN,47,31,1639735,Coffee County,H1,A
2445,TN,47,33,1648574,Crockett County,H1,A
2446,TN,47,35,1639736,Cumberland County,H1,A
2447,TN,47,37,1639737,Davidson County,H6,C
2448,TN,47,39,1639739,Decatur County,H1,A
2449,TN,47,41,1639738,DeKalb County,H1,A
2450,TN,47,43,1639740,Dickson County,H1,A
2451,TN,47,45,1639741,Dyer County,H1,A
2452,TN,47,47,1639742,Fayette County,H1,A
2453,TN,47,49,1639743,Fentress County,H1,A
2454,TN,47,51,1639744,Franklin County,H1,A
2455,TN,47,53,1639745,Gibson County,H1,A
2456,TN,47,55,1639746,Giles County,H1,A
2457,TN,47,57,1648575,Grainger County,H1,A
2458,TN,47,59,1639747,Greene County,H1,A
2459,TN,47,61,1639748,Grundy County,H1,A
2460,TN,47,63,1648576,Hamblen County,H1,A
2461,TN,47,65,1639749,Hamilton County,H1,A
2462,TN,47,67,1648577,Hancock County,H1,A
2463,TN,47,69,1639750,Hardeman County,H1,A
2464,TN,47,71,1639751,Hardin County,H1,A
2465,TN,47,73,1639752,Hawkins County,H1,A
2466,TN,47,75,1639753,Haywood County,H1,A
2467,TN,47,77,1639754,Henderson County,H1,A
2468,TN,47,79,1639755,Henry County,H1,A
2469,TN,47,81,1639756,Hickman County,H1,A
2470,TN,47,83,1648578,Houston County,H1,A
2471,TN,47,85,1639757,Humphreys County,H1,A
2472,TN,47,87,1639758,Jackson County,H1,A
2473,TN,47,89,1639759,Jefferson County,H1,A
2474,TN,47,91,1639760,Johnson County,H1,A
2475,TN,47,93,1639761,Knox County,H1,A
2476,TN,47,95,1639762,Lake County,H1,A
2477,TN,47,97,1639763,Lauderdale County,H1,A
2478,TN,47,99,1639764,Lawrence County,H1,A
2479,TN,47,101,1639765,Lewis County,H1,A
2480,TN,47,103,1639766,Lincoln County,H1,A
2481,TN,47,105,1639767,Loudon County,H1,A
2482,TN,47,107,1639773,McMinn County,H1,A
2483,TN,47,109,1639774,McNairy County,H1,A
2484,TN,47,111,1639768,Macon County,H1,A
2485,TN,47,113,1639769,Madison County,H1,A
2486,TN,47,115,1639770,Marion County,H1,A
2487,TN,47,117,1639771,Marshall County,H1,A
2488,TN,47,119,1639772,Maury County,H1,A
2489,TN,47,121,1639775,Meigs County,H1,A
2490,TN,47,123,1639776,Monroe County,H1,A
2491,TN,47,125,1639777,Montgomery County,H1,A
2492,TN,47,127,1648579,Moore County,H6,C
2493,TN,47,129,1639778,Morgan County,H1,A
2494,TN,47,131,1639779,Obion County,H1,A
2495,TN,47,133,1639780,Overton County,H1,A
2496,TN,47,135,1639781,Perry County,H1,A
2497,TN,47,137,1648580,Pickett County,H1,A
2498,TN,47,139,1639782,Polk County,H1,A
2499,TN,47,141,1639783,Putnam County,H1,A
2500,TN,47,143,1639784,Rhea County,H1,A
2501,TN,47,145,1639785,Roane County,H1,A
2502,TN,47,147,1639786,Robertson County,H1,A
2503,TN,47,149,1639787,Rutherford County,H1,A
2504,TN,47,151,1639788,Scott County,H1,A
2505,TN,47,153,1652643,Sequatchie County,H1,A
2506,TN,47,155,1639789,Sevier County,H1,A
2507,TN,47,157,1639790,Shelby County,H1,A
2508,TN,47,159,1639791,Smith County,H1,A
2509,TN,47,161,1639792,Stewart County,H1,A
2510,TN,47,163,1639793,Sullivan County,H1,A
2511,TN,47,165,1639794,Sumner County,H1,A
2512,TN,47,167,1639795,Tipton County,H1,A
2513,TN,47,169,1648581,Trousdale County,H6,C
2514,TN,47,171,1648582,Unicoi County,H1,A
2515,TN,47,173,1648583,Union County,H1,A
2516,TN,47,175,1648584,Van Buren County,H1,A
2517,TN,47,177,1639796,Warren County,H1,A
2518,TN,47,179,1639797,Washington County,H1,A
2519,TN,47,181,1639798,Wayne County,H1,A
2520,TN,47,183,1639799,Weakley County,H1,A
2521,TN,47,185,1639800,White County,H1,A
2522,TN,47,187,1639801,Williamson County,H1,A
2523,TN,47,189,1639802,Wilson County,H1,A
2524,TX,48,1,1383786,Anderson County,H1,A
2525,TX,48,3,1383787,Andrews County,H1,A
2526,TX,48,5,1383788,Angelina County,H1,A
2527,TX,48,7,1383789,Aransas County,H1,A
2528,TX,48,9,1383790,Archer County,H1,A
2529,TX,48,11,1383791,Armstrong County,H1,A
2530,TX,48,13,1383792,Atascosa County,H1,A
2531,TX,48,15,1383793,Austin County,H1,A
2532,TX,48,17,1383794,Bailey County,H1,A
2533,TX,48,19,1383795,Bandera County,H1,A
2534,TX,48,21,1383796,Bastrop County,H1,A
2535,TX,48,23,1383797,Baylor County,H1,A
2536,TX,48,25,1383798,Bee County,H1,A
2537,TX,48,27,1383799,Bell County,H1,A
2538,TX,48,29,1383800,Bexar County,H1,A
2539,TX,48,31,1383801,Blanco County,H1,A
2540,TX,48,33,1383802,Borden County,H1,A
2541,TX,48,35,1383803,Bosque County,H1,A
2542,TX,48,37,1383804,Bowie County,H1,A
2543,TX,48,39,1383805,Brazoria County,H1,A
2544,TX,48,41,1383806,Brazos County,H1,A
2545,TX,48,43,1383807,Brewster County,H1,A
2546,TX,48,45,1383808,Briscoe County,H1,A
2547,TX,48,47,1383809,Brooks County,H1,A
2548,TX,48,49,1383810,Brown County,H1,A
2549,TX,48,51,1383811,Burleson County,H1,A
2550,TX,48,53,1383812,Burnet County,H1,A
2551,TX,48,55,1383813,Caldwell County,H1,A
2552,TX,48,57,1383814,Calhoun County,H1,A
2553,TX,48,59,1383815,Callahan County,H1,A
2554,TX,48,61,1383816,Cameron County,H1,A
2555,TX,48,63,1383817,Camp County,H1,A
2556,TX,48,65,1383818,Carson County,H1,A
2557,TX,48,67,1383819,Cass County,H1,A
2558,TX,48,69,1383820,Castro County,H1,A
2559,TX,48,71,1383821,Chambers County,H1,A
2560,TX,48,73,1383822,Cherokee County,H1,A
2561,TX,48,75,1383823,Childress County,H1,A
2562,TX,48,77,1383824,Clay County,H1,A
2563,TX,48,79,1383825,Cochran County,H1,A
2564,TX,48,81,1383826,Coke County,H1,A
2565,TX,48,83,1383827,Coleman County,H1,A
2566,TX,48,85,1383828,Collin County,H1,A
2567,TX,48,87,1383829,Collingsworth County,H1,A
2568,TX,48,89,1383830,Colorado County,H1,A
2569,TX,48,91,1383831,Comal County,H1,A
2570,TX,48,93,1383832,Comanche County,H1,A
2571,TX,48,95,1383833,Concho County,H1,A
2572,TX,48,97,1383834,Cooke County,H1,A
2573,TX,48,99,1383835,Coryell County,H1,A
2574,TX,48,101,1383836,Cottle County,H1,A
2575,TX,48,103,1383837,Crane County,H1,A
2576,TX,48,105,1383838,Crockett County,H1,A
2577,TX,48,107,1383839,Crosby County,H1,A
2578,TX,48,109,1383840,Culberson County,H1,A
2579,TX,48,111,1383841,Dallam County,H1,A
2580,TX,48,113,1383842,Dallas County,H1,A
2581,TX,48,115,1383843,Dawson County,H1,A
2582,TX,48,117,1383845,Deaf Smith County,H1,A
2583,TX,48,119,1383846,Delta County,H1,A
2584,TX,48,121,1383847,Denton County,H1,A
2585,TX,48,123,1383844,DeWitt County,H1,A
2586,TX,48,125,1383848,Dickens County,H1,A
2587,TX,48,127,1383849,Dimmit County,H1,A
2588,TX,48,129,1383850,Donley County,H1,A
2589,TX,48,131,1383851,Duval County,H1,A
2590,TX,48,133,1383852,Eastland County,H1,A
2591,TX,48,135,1383853,Ector County,H1,A
2592,TX,48,137,1383854,Edwards County,H1,A
2593,TX,48,139,1383856,Ellis County,H1,A
2594,TX,48,141,1383855,El Paso County,H1,A
2595,TX,48,143,1383857,Erath County,H1,A
2596,TX,48,145,1383858,Falls County,H1,A
2597,TX,48,147,1383859,Fannin County,H1,A
2598,TX,48,149,1383860,Fayette County,H1,A
2599,TX,48,151,1383861,Fisher County,H1,A
2600,TX,48,153,1383862,Floyd County,H1,A
2601,TX,48,155,1383863,Foard County,H1,A
2602,TX,48,157,1383864,Fort Bend County,H1,A
2603,TX,48,159,1383865,Franklin County,H1,A
2604,TX,48,161,1383866,Freestone County,H1,A
2605,TX,48,163,1383867,Frio County,H1,A
2606,TX,48,165,1383868,Gaines County,H1,A
2607,TX,48,167,1383869,Galveston County,H1,A
2608,TX,48,169,1383870,Garza County,H1,A
2609,TX,48,171,1383871,Gillespie County,H1,A
2610,TX,48,173,1383872,Glasscock County,H1,A
2611,TX,48,175,1383873,Goliad County,H1,A
2612,TX,48,177,1383874,Gonzales County,H1,A
2613,TX,48,179,1383875,Gray County,H1,A
2614,TX,48,181,1383876,Grayson County,H1,A
2615,TX,48,183,1383877,Gregg County,H1,A
2616,TX,48,185,1383878,Grimes County,H1,A
2617,TX,48,187,1383879,Guadalupe County,H1,A
2618,TX,48,189,1383880,Hale County,H1,A
2619,TX,48,191,1383881,Hall County,H1,A
2620,TX,48,193,1383882,Hamilton County,H1,A
2621,TX,48,195,1383883,Hansford County,H1,A
2622,TX,48,197,1383884,Hardeman County,H1,A
2623,TX,48,199,1383885,Hardin County,H1,A
2624,TX,48,201,1383886,Harris County,H1,A
2625,TX,48,203,1383887,Harrison County,H1,A
2626,TX,48,205,1383888,Hartley County,H1,A
2627,TX,48,207,1383889,Haskell County,H1,A
2628,TX,48,209,1383890,Hays County,H1,A
2629,TX,48,211,1383891,Hemphill County,H1,A
2630,TX,48,213,1383892,Henderson County,H1,A
2631,TX,48,215,1383893,Hidalgo County,H1,A
2632,TX,48,217,1383894,Hill County,H1,A
2633,TX,48,219,1383895,Hockley County,H1,A
2634,TX,48,221,1383896,Hood County,H1,A
2635,TX,48,223,1383897,Hopkins County,H1,A
2636,TX,48,225,1383898,Houston County,H1,A
2637,TX,48,227,1383899,Howard County,H1,A
2638,TX,48,229,1383900,Hudspeth County,H1,A
2639,TX,48,231,1383901,Hunt County,H1,A
2640,TX,48,233,1383902,Hutchinson County,H1,A
2641,TX,48,235,1383903,Irion County,H1,A
2642,TX,48,237,1383904,Jack County,H1,A
2643,TX,48,239,1383905,Jackson County,H1,A
2644,TX,48,241,1383906,Jasper County,H1,A
2645,TX,48,243,1383907,Jeff Davis County,H1,A
2646,TX,48,245,1383908,Jefferson County,H1,A
2647,TX,48,247,1383909,Jim Hogg County,H1,A
2648,TX,48,249,1383910,Jim Wells County,H1,A
2649,TX,48,251,1383911,Johnson County,H1,A
2650,TX,48,253,1383912,Jones County,H1,A
2651,TX,48,255,1383913,Karnes County,H1,A
2652,TX,48,257,1383914,Kaufman County,H1,A
2653,TX,48,259,1383915,Kendall County,H1,A
2654,TX,48,261,1383916,Kenedy County,H1,A
2655,TX,48,263,1383917,Kent County,H1,A
2656,TX,48,265,1383918,Kerr County,H1,A
2657,TX,48,267,1383919,Kimble County,H1,A
2658,TX,48,269,1383920,King County,H1,A
2659,TX,48,271,1383921,Kinney County,H1,A
2660,TX,48,273,1383922,Kleberg County,H1,A
2661,TX,48,275,1383923,Knox County,H1,A
2662,TX,48,277,1383925,Lamar County,H1,A
2663,TX,48,279,1383926,Lamb County,H1,A
2664,TX,48,281,1383927,Lampasas County,H1,A
2665,TX,48,283,1383924,La Salle County,H1,A
2666,TX,48,285,1383928,Lavaca County,H1,A
2667,TX,48,287,1383929,Lee County,H1,A
2668,TX,48,289,1383930,Leon County,H1,A
2669,TX,48,291,1383931,Liberty County,H1,A
2670,TX,48,293,1383932,Limestone County,H1,A
2671,TX,48,295,1383933,Lipscomb County,H1,A
2672,TX,48,297,1383934,Live Oak County,H1,A
2673,TX,48,299,1383935,Llano County,H1,A
2674,TX,48,301,1383936,Loving County,H1,A
2675,TX,48,303,1383937,Lubbock County,H1,A
2676,TX,48,305,1383938,Lynn County,H1,A
2677,TX,48,307,1383945,McCulloch County,H1,A
2678,TX,48,309,1383946,McLennan County,H1,A
2679,TX,48,311,1383947,McMullen County,H1,A
2680,TX,48,313,1383939,Madison County,H1,A
2681,TX,48,315,1383940,Marion County,H1,A
2682,TX,48,317,1383941,Martin County,H1,A
2683,TX,48,319,1383942,Mason County,H1,A
2684,TX,48,321,1383943,Matagorda County,H1,A
2685,TX,48,323,1383944,Maverick County,H1,A
2686,TX,48,325,1383948,Medina County,H1,A
2687,TX,48,327,1383949,Menard County,H1,A
2688,TX,48,329,1383950,Midland County,H1,A
2689,TX,48,331,1383951,Milam County,H1,A
2690,TX,48,333,1383952,Mills County,H1,A
2691,TX,48,335,1383953,Mitchell County,H1,A
2692,TX,48,337,1383954,Montague County,H1,A
2693,TX,48,339,1383955,Montgomery County,H1,A
2694,TX,48,341,1383956,Moore County,H1,A
2695,TX,48,343,1383957,Morris County,H1,A
2696,TX,48,345,1383958,Motley County,H1,A
2697,TX,48,347,1383959,Nacogdoches County,H1,A
2698,TX,48,349,1383960,Navarro County,H1,A
2699,TX,48,351,1383961,Newton County,H1,A
2700,TX,48,353,1383962,Nolan County,H1,A
2701,TX,48,355,1383963,Nueces County,H1,A
2702,TX,48,357,1383964,Ochiltree County,H1,A
2703,TX,48,359,1383965,Oldham County,H1,A
2704,TX,48,361,1383966,Orange County,H1,A
2705,TX,48,363,1383967,Palo Pinto County,H1,A
2706,TX,48,365,1383968,Panola County,H1,A
2707,TX,48,367,1383969,Parker County,H1,A
2708,TX,48,369,1383970,Parmer County,H1,A
2709,TX,48,371,1383971,Pecos County,H1,A
2710,TX,48,373,1383972,Polk County,H1,A
2711,TX,48,375,1383973,Potter County,H1,A
2712,TX,48,377,1383974,Presidio County,H1,A
2713,TX,48,379,1383975,Rains County,H1,A
2714,TX,48,381,1383976,Randall County,H1,A
2715,TX,48,383,1383977,Reagan County,H1,A
2716,TX,48,385,1383978,Real County,H1,A
2717,TX,48,387,1383979,Red River County,H1,A
2718,TX,48,389,1383980,Reeves County,H1,A
2719,TX,48,391,1383981,Refugio County,H1,A
2720,TX,48,393,1383982,Roberts County,H1,A
2721,TX,48,395,1383983,Robertson County,H1,A
2722,TX,48,397,1383984,Rockwall County,H1,A
2723,TX,48,399,1383985,Runnels County,H1,A
2724,TX,48,401,1383986,Rusk County,H1,A
2725,TX,48,403,1383987,Sabine County,H1,A
2726,TX,48,405,1383988,San Augustine County,H1,A
2727,TX,48,407,1383989,San Jacinto County,H1,A
2728,TX,48,409,1383990,San Patricio County,H1,A
2729,TX,48,411,1383991,San Saba County,H1,A
2730,TX,48,413,1383992,Schleicher County,H1,A
2731,TX,48,415,1383993,Scurry County,H1,A
2732,TX,48,417,1383994,Shackelford County,H1,A
2733,TX,48,419,1383995,Shelby County,H1,A
2734,TX,48,421,1383996,Sherman County,H1,A
2735,TX,48,423,1383997,Smith County,H1,A
2736,TX,48,425,1383998,Somervell County,H1,A
2737,TX,48,427,1383999,Starr County,H1,A
2738,TX,48,429,1384000,Stephens County,H1,A
2739,TX,48,431,1384001,Sterling County,H1,A
2740,TX,48,433,1384002,Stonewall County,H1,A
2741,TX,48,435,1384003,Sutton County,H1,A
2742,TX,48,437,1384004,Swisher County,H1,A
2743,TX,48,439,1384005,Tarrant County,H1,A
2744,TX,48,441,1384006,Taylor County,H1,A
2745,TX,48,443,1384007,Terrell County,H1,A
2746,TX,48,445,1384008,Terry County,H1,A
2747,TX,48,447,1384009,Throckmorton County,H1,A
2748,TX,48,449,1384010,Titus County,H1,A
2749,TX,48,451,1384011,Tom Green County,H1,A
2750,TX,48,453,1384012,Travis County,H1,A
2751,TX,48,455,1384013,Trinity County,H1,A
2752,TX,48,457,1384014,Tyler County,H1,A
2753,TX,48,459,1384015,Upshur County,H1,A
2754,TX,48,461,1384016,Upton County,H1,A
2755,TX,48,463,1384017,Uvalde County,H1,A
2756,TX,48,465,1384018,Val Verde County,H1,A
2757,TX,48,467,1384019,Van Zandt County,H1,A
2758,TX,48,469,1384020,Victoria County,H1,A
2759,TX,48,471,1384021,Walker County,H1,A
2760,TX,48,473,1384022,Waller County,H1,A
2761,TX,48,475,1384023,Ward County,H1,A
2762,TX,48,477,1384024,Washington County,H1,A
2763,TX,48,479,1384025,Webb County,H1,A
2764,TX,48,481,1384026,Wharton County,H1,A
2765,TX,48,483,1384027,Wheeler County,H1,A
2766,TX,48,485,1384028,Wichita County,H1,A
2767,TX,48,487,1384029,Wilbarger County,H1,A
2768,TX,48,489,1384030,Willacy County,H1,A
2769,TX,48,491,1384031,Williamson County,H1,A
2770,TX,48,493,1384032,Wilson County,H1,A
2771,TX,48,495,1384033,Winkler County,H1,A
2772,TX,48,497,1384034,Wise County,H1,A
2773,TX,48,499,1384035,Wood County,H1,A
2774,TX,48,501,1384036,Yoakum County,H1,A
2775,TX,48,503,1384037,Young County,H1,A
2776,TX,48,505,1384038,Zapata County,H1,A
2777,TX,48,507,1384039,Zavala County,H1,A
2778,UT,49,1,1448015,Beaver County,H1,A
2779,UT,49,3,1455966,Box Elder County,H1,A
2780,UT,49,5,1448017,Cache County,H1,A
2781,UT,49,7,1448018,Carbon County,H1,A
2782,UT,49,9,1448019,Daggett County,H1,A
2783,UT,49,11,1448020,Davis County,H1,A
2784,UT,49,13,1448021,Duchesne County,H1,A
2785,UT,49,15,1448022,Emery County,H1,A
2786,UT,49,17,1448023,Garfield County,H1,A
2787,UT,49,19,1448024,Grand County,H1,A
2788,UT,49,21,1448025,Iron County,H1,A
2789,UT,49,23,1455158,Juab County,H1,A
2790,UT,49,25,1448026,Kane County,H1,A
2791,UT,49,27,1448027,Millard County,H1,A
2792,UT,49,29,1448028,Morgan County,H1,A
2793,UT,49,31,1448029,Piute County,H1,A
2794,UT,49,33,1448030,Rich County,H1,A
2795,UT,49,35,1448031,Salt Lake County,H1,A
2796,UT,49,37,1448032,San Juan County,H1,A
2797,UT,49,39,1448033,Sanpete County,H1,A
2798,UT,49,41,1448034,Sevier County,H1,A
2799,UT,49,43,1448035,Summit County,H1,A
2800,UT,49,45,1448036,Tooele County,H1,A
2801,UT,49,47,1448037,Uintah County,H1,A
2802,UT,49,49,1448038,Utah County,H1,A
2803,UT,49,51,1448039,Wasatch County,H1,A
2804,UT,49,53,1448040,Washington County,H1,A
2805,UT,49,55,1448041,Wayne County,H1,A
2806,UT,49,57,1448042,Weber County,H1,A
2807,VT,50,1,1461757,Addison County,H1,A
2808,VT,50,3,1461758,Bennington County,H1,A
2809,VT,50,5,1461759,Caledonia County,H1,A
2810,VT,50,7,1461760,Chittenden County,H1,A
2811,VT,50,9,1461761,Essex County,H1,A
2812,VT,50,11,1461762,Franklin County,H1,A
2813,VT,50,13,1461763,Grand Isle County,H1,A
2814,VT,50,15,1461764,Lamoille County,H1,A
2815,VT,50,17,1461765,Orange County,H1,A
2816,VT,50,19,1461766,Orleans County,H1,A
2817,VT,50,21,1461767,Rutland County,H1,A
2818,VT,50,23,1461768,Washington County,H1,A
2819,VT,50,25,1461769,Windham County,H1,A
2820,VT,50,27,1461770,Windsor County,H1,A
2821,VA,51,1,1480091,Accomack County,H1,A
2822,VA,51,3,1675170,Albemarle County,H1,A
2823,VA,51,5,1673675,Alleghany County,H1,A
2824,VA,51,7,1497770,Amelia County,H1,A
2825,VA,51,9,1480095,Amherst County,H1,A
2826,VA,51,11,1497238,Appomattox County,H1,A
2827,VA,51,13,1480097,Arlington County,H1,A
2828,VA,51,15,1480098,Augusta County,H1,A
2829,VA,51,17,1673638,Bath County,H1,A
2830,VA,51,19,1674818,Bedford County,H1,A
2831,VA,51,21,1494613,Bland County,H1,A
2832,VA,51,23,1674418,Botetourt County,H1,A
2833,VA,51,25,1493961,Brunswick County,H1,A
2834,VA,51,27,1497431,Buchanan County,H1,A
2835,VA,51,29,1501502,Buckingham County,H1,A
2836,VA,51,31,1674917,Campbell County,H1,A
2837,VA,51,33,1480107,Caroline County,H1,A
2838,VA,51,35,1480108,Carroll County,H1,A
2839,VA,51,36,1480109,Charles City County,H1,A
2840,VA,51,37,1492442,Charlotte County,H1,A
2841,VA,51,41,1480111,Chesterfield County,H1,A
2842,VA,51,43,1690562,Clarke County,H1,A
2843,VA,51,45,1673664,Craig County,H1,A
2844,VA,51,47,1497831,Culpeper County,H1,A
2845,VA,51,49,1494109,Cumberland County,H1,A
2846,VA,51,51,1497376,Dickenson County,H1,A
2847,VA,51,53,1690739,Dinwiddie County,H1,A
2848,VA,51,57,1480118,Essex County,H1,A
2849,VA,51,59,1480119,Fairfax County,H1,A
2850,VA,51,61,1480120,Fauquier County,H1,A
2851,VA,51,63,1494354,Floyd County,H1,A
2852,VA,51,65,1494061,Fluvanna County,H1,A
2853,VA,51,67,1494434,Franklin County,H1,A
2854,VA,51,69,1480124,Frederick County,H1,A
2855,VA,51,71,1494551,Giles County,H1,A
2856,VA,51,73,1480126,Gloucester County,H1,A
2857,VA,51,75,1674271,Goochland County,H1,A
2858,VA,51,77,1501196,Grayson County,H1,A
2859,VA,51,79,1480129,Greene County,H1,A
2860,VA,51,81,1501122,Greensville County,H1,A
2861,VA,51,83,1496705,Halifax County,H1,A
2862,VA,51,85,1480132,Hanover County,H1,A
2863,VA,51,87,1480133,Henrico County,H1,A
2864,VA,51,89,1502770,Henry County,H1,A
2865,VA,51,91,1673774,Highland County,H1,A
2866,VA,51,93,1702378,Isle of Wight County,H1,A
2867,VA,51,95,1480135,James City County,H1,A
2868,VA,51,97,1480136,King and Queen County,H1,A
2869,VA,51,99,1480137,King George County,H1,A
2870,VA,51,101,1480138,King William County,H1,A
2871,VA,51,103,1480139,Lancaster County,H1,A
2872,VA,51,105,1496538,Lee County,H1,A
2873,VA,51,107,1480141,Loudoun County,H1,A
2874,VA,51,109,1494707,Louisa County,H1,A
2875,VA,51,111,1492239,Lunenburg County,H1,A
2876,VA,51,113,1494590,Madison County,H1,A
2877,VA,51,115,1480145,Mathews County,H1,A
2878,VA,51,117,1500747,Mecklenburg County,H1,A
2879,VA,51,119,1480147,Middlesex County,H1,A
2880,VA,51,121,1674630,Montgomery County,H1,A
2881,VA,51,125,1500936,Nelson County,H1,A
2882,VA,51,127,1480150,New Kent County,H1,A
2883,VA,51,131,1480151,Northampton County,H1,A
2884,VA,51,133,1480152,Northumberland County,H1,A
2885,VA,51,135,1493928,Nottoway County,H1,A
2886,VA,51,137,1494761,Orange County,H1,A
2887,VA,51,139,1500440,Page County,H1,A
2888,VA,51,141,1497999,Patrick County,H1,A
2889,VA,51,143,1480157,Pittsylvania County,H1,A
2890,VA,51,145,1674225,Powhatan County,H1,A
2891,VA,51,147,1492359,Prince Edward County,H1,A
2892,VA,51,149,1480160,Prince George County,H1,A
2893,VA,51,153,1480161,Prince William County,H1,A
2894,VA,51,155,1501465,Pulaski County,H1,A
2895,VA,51,157,1673976,Rappahannock County,H1,A
2896,VA,51,159,1480164,Richmond County,H1,A
2897,VA,51,161,1480165,Roanoke County,H1,A
2898,VA,51,163,1480166,Rockbridge County,H1,A
2899,VA,51,165,1488970,Rockingham County,H1,A
2900,VA,51,167,1497573,Russell County,H1,A
2901,VA,51,169,1498172,Scott County,H1,A
2902,VA,51,171,1673918,Shenandoah County,H1,A
2903,VA,51,173,1500545,Smyth County,H1,A
2904,VA,51,175,1480171,Southampton County,H1,A
2905,VA,51,177,1480172,Spotsylvania County,H1,A
2906,VA,51,179,1480173,Stafford County,H1,A
2907,VA,51,181,1480174,Surry County,H1,A
2908,VA,51,183,1690257,Sussex County,H1,A
2909,VA,51,185,1497748,Tazewell County,H1,A
2910,VA,51,187,1674058,Warren County,H1,A
2911,VA,51,191,1498359,Washington County,H1,A
2912,VA,51,193,1480179,Westmoreland County,H1,A
2913,VA,51,195,1496656,Wise County,H1,A
2914,VA,51,197,1501379,Wythe County,H1,A
2915,VA,51,199,1480182,York County,H1,A
2916,VA,51,510,1498415,Alexandria city,C7,F
2917,VA,51,520,1498416,Bristol city,C7,F
2918,VA,51,530,1498417,Buena Vista city,C7,F
2919,VA,51,540,1789068,Charlottesville city,C7,F
2920,VA,51,550,1498558,Chesapeake city,C7,F
2921,VA,51,570,1498420,Colonial Heights city,C7,F
2922,VA,51,580,1789069,Covington city,C7,F
2923,VA,51,590,1498421,Danville city,C7,F
2924,VA,51,595,1498422,Emporia city,C7,F
2925,VA,51,600,1789070,Fairfax city,C7,F
2926,VA,51,610,1498423,Falls Church city,C7,F
2927,VA,51,620,1498424,Franklin city,C7,F
2928,VA,51,630,1498425,Fredericksburg city,C7,F
2929,VA,51,640,1498426,Galax city,C7,F
2930,VA,51,650,1498554,Hampton city,C7,F
2931,VA,51,660,1498563,Harrisonburg city,C7,F
2932,VA,51,670,1498428,Hopewell city,C7,F
2933,VA,51,678,1789071,Lexington city,C7,F
2934,VA,51,680,1498429,Lynchburg city,C7,F
2935,VA,51,683,1498430,Manassas city,C7,F
2936,VA,51,685,1498431,Manassas Park city,C7,F
2937,VA,51,690,1789072,Martinsville city,C7,F
2938,VA,51,700,1498555,Newport News city,C7,F
2939,VA,51,710,1498557,Norfolk city,C7,F
2940,VA,51,720,1498434,Norton city,C7,F
2941,VA,51,730,1498435,Petersburg city,C7,F
2942,VA,51,735,1498436,Poquoson city,C7,F
2943,VA,51,740,1498556,Portsmouth city,C7,F
2944,VA,51,750,1498438,Radford city,C7,F
2945,VA,51,760,1789073,Richmond city,C7,F
2946,VA,51,770,1498439,Roanoke city,C7,F
2947,VA,51,775,1789074,Salem city,C7,F
2948,VA,51,790,1789075,Staunton city,C7,F
2949,VA,51,800,1498560,Suffolk city,C7,F
2950,VA,51,810,1498559,Virginia Beach city,C7,F
2951,VA,51,820,1498443,Waynesboro city,C7,F
2952,VA,51,830,1789076,Williamsburg city,C7,F
2953,VA,51,840,1789077,Winchester city,C7,F
2954,WA,53,1,1531601,Adams County,H1,A
2955,WA,53,3,1533502,Asotin County,H1,A
2956,WA,53,5,1513302,Benton County,H1,A
2957,WA,53,7,1531932,Chelan County,H1,A
2958,WA,53,9,1531341,Clallam County,H1,A
2959,WA,53,11,1531820,Clark County,H1,A
2960,WA,53,13,1513273,Columbia County,H1,A
2961,WA,53,15,1529156,Cowlitz County,H1,A
2962,WA,53,17,1531818,Douglas County,H1,A
2963,WA,53,19,1531821,Ferry County,H1,A
2964,WA,53,21,1531822,Franklin County,H1,A
2965,WA,53,23,1533500,Garfield County,H1,A
2966,WA,53,25,1531924,Grant County,H1,A
2967,WA,53,27,1531823,Grays Harbor County,H1,A
2968,WA,53,29,1513272,Island County,H1,A
2969,WA,53,31,1531936,Jefferson County,H1,A
2970,WA,53,33,1531933,King County,H1,A
2971,WA,53,35,1529223,Kitsap County,H1,A
2972,WA,53,37,1531926,Kittitas County,H1,A
2973,WA,53,39,1529219,Klickitat County,H1,A
2974,WA,53,41,1531927,Lewis County,H1,A
2975,WA,53,43,1514052,Lincoln County,H1,A
2976,WA,53,45,1529221,Mason County,H1,A
2977,WA,53,47,1531928,Okanogan County,H1,A
2978,WA,53,49,1513274,Pacific County,H1,A
2979,WA,53,51,1529157,Pend Oreille County,H1,A
2980,WA,53,53,1529159,Pierce County,H1,A
2981,WA,53,55,1531931,San Juan County,H1,A
2982,WA,53,57,1531402,Skagit County,H1,A
2983,WA,53,59,1529220,Skamania County,H1,A
2984,WA,53,61,1529222,Snohomish County,H1,A
2985,WA,53,63,1529225,Spokane County,H1,A
2986,WA,53,65,1531930,Stevens County,H1,A
2987,WA,53,67,1529226,Thurston County,H1,A
2988,WA,53,69,1513275,Wahkiakum County,H1,A
2989,WA,53,71,1531819,Walla Walla County,H1,A
2990,WA,53,73,1529224,Whatcom County,H1,A
2991,WA,53,75,1533501,Whitman County,H1,A
2992,WA,53,77,1531929,Yakima County,H1,A
2993,WV,54,1,1696996,Barbour County,H1,A
2994,WV,54,3,1550008,Berkeley County,H1,A
2995,WV,54,5,1550009,Boone County,H1,A
2996,WV,54,7,1550010,Braxton County,H1,A
